,Speech,Mean_Score
101,SUB066_SPEECH002,5.059259259259259
102,SUB067_SPEECH001,4.555555555555555
103,SUB068_SPEECH001,4.955555555555556
104,SUB068_SPEECH002,4.859259259259259
105,SUB069_SPEECH001,4.762962962962963
106,SUB069_SPEECH002,5.214814814814815
107,SUB070_SPEECH001,5.674074074074074
108,SUB070_SPEECH002,4.948148148148148
109,SUB071_SPEECH001,4.844444444444444
110,SUB071_SPEECH002,5.355555555555555
111,SUB072_SPEECH001,6.059259259259259
112,SUB072_SPEECH002,5.777777777777778
113,SUB073_SPEECH001,5.533333333333333
114,SUB074_SPEECH001,4.933333333333334
115,SUB074_SPEECH002,5.385185185185185
116,SUB075_SPEECH001,5.607407407407408
117,SUB075_SPEECH002,5.029629629629629
118,SUB076_SPEECH001,4.45925925925926
119,SUB076_SPEECH002,5.17037037037037
120,SUB077_SPEECH001,6.385185185185185
121,SUB077_SPEECH002,6.592592592592593
122,SUB078_SPEECH001,5.807407407407408
123,SUB078_SPEECH002,6.274074074074074
124,SUB079_SPEECH001,6.303703703703704
125,SUB079_SPEECH002,6.229629629629629
126,SUB080_SPEECH001,4.859259259259259
127,SUB080_SPEECH002,4.533333333333333
